FID,region,prefecture,commune,canton,localite,nom,categorie,statut,actif,prefecture_key,commune_key,canton_key,lon,lat
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42e3,Kara,Doufelgou,Doufelgou 1,Niamtougou,NIAMTOUGOU,Fonds Social de Solidarite,Micro-Finance,Fermé / abandonné,False,DOUFELGOU,DOUFELGOU 1,DOUFELGOU | NIAMTOUGOU,1.1088002784319735,9.765915934646783
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42e2,Kara,Assoli,Assoli 1,Bafilo,KPARATAO,SUNU Bank Bafilo,Banque,En activité,True,ASSOLI,ASSOLI 1,ASSOLI | BAFILO,1.2465922377779206,9.363648840406382
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42e1,Kara,Kozah,Kozah 1,Commune De Kara,Tomdè,Promo Finance Kara,Micro-Finance,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1903350000000001,9.549825
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42e0,Kara,Kozah,Kozah 1,Commune De Kara,EWAOU,MUFEC Lama,Micro-Finance,Non renseigné,False,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.193238333333333,9.545616666666666
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42df,Kara,Kozah,Kozah 1,Commune De Kara,N/a,FUCEC Togo Kara,Micro-Finance,Non renseigné,False,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1895597196310685,9.54599481642617
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42de,Kara,Kozah,Kozah 1,Commune De Kara,TOMDE,Promo Finance Tomdè,Micro-Finance,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1929045224519192,9.55893971986101
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42dd,Kara,Dankpen,Dankpen 1,Guérin-Kouka,GUÉRIN kouka,Promofinance Guérin Kouka,Micro-Finance,En activité,True,DANKPEN,DANKPEN 1,DANKPEN | GUERIN-KOUKA,0.607913217071084,9.691299545076577
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42dc,Kara,Dankpen,Dankpen 1,Guérin-Kouka,GUÉRIN KOUKA,FUCEC Togo Guérin Kouka,Micro-Finance,En activité,True,DANKPEN,DANKPEN 1,DANKPEN | GUERIN-KOUKA,0.6076439852015187,9.690883015666522
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42db,Kara,Dankpen,Dankpen 1,Guérin-Kouka,GUÉRIN KOUKA,SUNU Bank Guerin kouka,Banque,En activité,True,DANKPEN,DANKPEN 1,DANKPEN | GUERIN-KOUKA,0.607948302392737,9.69098657157564
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42da,Kara,Binah,Binah 1,Pagouda,KODE,COOPEC Pagouda,Micro-Finance,En activité,True,BINAH,BINAH 1,BINAH | PAGOUDA,1.3282716666666663,9.753071666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d9,Kara,Dankpen,Dankpen 1,Guérin-Kouka,GUÉRIN KOUKA,MUCAD Guérin Kouka,Micro-Finance,En activité,True,DANKPEN,DANKPEN 1,DANKPEN | GUERIN-KOUKA,0.6089583333333335,9.686661666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d8,Kara,Dankpen,Dankpen 1,Guérin-Kouka,GUÉRIN KOUKA,UTB Guérin Kouka,Banque,En activité,True,DANKPEN,DANKPEN 1,DANKPEN | GUERIN-KOUKA,0.608206666666666,9.68979833333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d7,Kara,Binah,Binah 2,Kétao,KETAO,Micro-finance UMECTO,Micro-Finance,En activité,True,BINAH,BINAH 2,BINAH | KETAO,1.3071466666666665,9.656716666666666
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d6,Kara,Binah,Binah 2,Kétao,KETAO,FUCEC Togo Ketao,Micro-Finance,En activité,True,BINAH,BINAH 2,BINAH | KETAO,1.3053182226434377,9.660192574355834
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d5,Kara,Binah,Binah 2,Kétao,KETAO,SUNU Bank Ketao,Banque,En activité,True,BINAH,BINAH 2,BINAH | KETAO,1.3092182485343231,9.658283091634447
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d4,Kara,Binah,Binah 2,Kétao,KETAO,SPT Ketao,Banque,En activité,True,BINAH,BINAH 2,BINAH | KETAO,1.308253590411621,9.6589212950631
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d3,Kara,Binah,Binah 2,Kétao,KETAO,UTB Ketao,Banque,En activité,True,BINAH,BINAH 2,BINAH | KETAO,1.3089801819764006,9.65898470765692
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d2,Kara,Binah,Binah 2,Kétao,KETAO,Promofinace de Ketao,Micro-Finance,En activité,True,BINAH,BINAH 2,BINAH | KETAO,1.3103669654981691,9.66116912180659
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d1,Kara,Binah,Binah 1,Pagouda,PAGOUDA,SPT Pagouda,Banque,En activité,True,BINAH,BINAH 1,BINAH | PAGOUDA,1.325414215878476,9.750391631457337
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42d0,Kara,Binah,Binah 2,Kétao,KETAO,Microfinance MUCAD Ketao,Micro-Finance,En activité,True,BINAH,BINAH 2,BINAH | KETAO,1.3090748377137882,9.657653968012646
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42cf,Kara,Bassar,Bassar 1,Bassar,BIKOUDJIBA,SUNU Bank Bassar,Banque,En activité,True,BASSAR,BASSAR 1,BASSAR | BASSAR,0.7837097037461499,9.258141930199507
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42ce,Kara,Bassar,Bassar 1,Bassar,BANIDA,ORABANK Togo Bassar,Banque,En activité,True,BASSAR,BASSAR 1,BASSAR | BASSAR,0.7851603845733981,9.257071105452901
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42cd,Kara,Bassar,Bassar 1,Bassar,BANIDA,UTB Bassar,Banque,En activité,True,BASSAR,BASSAR 1,BASSAR | BASSAR,0.7814020907649645,9.262254004092847
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42cc,Kara,Bassar,Bassar 1,Bassar,BASSAR,SPT Bassar,Banque,En activité,True,BASSAR,BASSAR 1,BASSAR | BASSAR,0.7793183333333322,9.262185
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42cb,Kara,Bassar,Bassar 1,Bassar,KITAGBAO,COOPEC AD Bassar,Micro-Finance,En activité,True,BASSAR,BASSAR 1,BASSAR | BASSAR,0.7796333333333333,9.264693333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42ca,Kara,Bassar,Bassar 1,Bassar,BASSAR,URCLEC Bassar,Micro-Finance,En activité,True,BASSAR,BASSAR 1,BASSAR | BASSAR,0.7789651095010675,9.261451216466083
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c9,Kara,Bassar,Bassar 2,Bangeli,BANGELI,COOPEC ADESEM Bangeli,Micro-Finance,En activité,True,BASSAR,BASSAR 2,BASSAR | BANGELI,0.62418,9.422103333333332
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c8,Kara,Bassar,Bassar 2,Bangeli,BANGELI,SPT Bangeli,Banque,En activité,True,BASSAR,BASSAR 2,BASSAR | BANGELI,0.6246133333333327,9.422101666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c7,Savanes,Oti,Oti 1,Mango,MANGO,SUNU Mango,Banque,En activité,True,OTI,OTI 1,OTI | MANGO,0.4704628173648756,10.354379899748068
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c6,Kara,Bassar,Bassar 3,Kabou,SANKPANA,COOPEC ADESEM Sankpana,Micro-Finance,En activité,True,BASSAR,BASSAR 3,BASSAR | KABOU,0.8176699999999999,9.455804999999998
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c5,Maritime,Avé,Avé 1,Assahoun,ASSAHOUN,UTB Assahoun,Banque,En activité,True,AVE,AVE 1,AVE | ASSAHOUN,0.9095906393193487,6.456482289715696
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c4,Kara,Bassar,Bassar 3,Kabou,Kabou,FUCEC Togo Kabou,Micro-Finance,En activité,True,BASSAR,BASSAR 3,BASSAR | KABOU,0.8109583333333329,9.454095
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c3,Kara,Bassar,Bassar 3,Kabou,KABOU MARCHE,BTCI Kabou,Banque,En activité,True,BASSAR,BASSAR 3,BASSAR | KABOU,0.813139962823082,9.456295504129102
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c2,Kara,Bassar,Bassar 1,Bassar,BANIDA,COOPEC Bilimon Bassar,Micro-Finance,En activité,True,BASSAR,BASSAR 1,BASSAR | BASSAR,0.7829177879262712,9.259053265635966
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c1,Kara,Doufelgou,Doufelgou 3,Alloum,BROUKOU,MEC-D Broukou,Micro-Finance,En activité,True,DOUFELGOU,DOUFELGOU 3,DOUFELGOU | ALLOUM,0.9212603058598731,9.738439456101142
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42c0,Kara,Doufelgou,Doufelgou 1,Niamtougou,NIANTOUGOU,BTCI Niamtougou,Banque,En activité,True,DOUFELGOU,DOUFELGOU 1,DOUFELGOU | NIAMTOUGOU,1.10898,9.765265000000003
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42bf,Kara,Doufelgou,Doufelgou 1,Siou,BIRGOU,MEC-D  Siou,Micro-Finance,En activité,True,DOUFELGOU,DOUFELGOU 1,DOUFELGOU | SIOU,1.2002383333333335,9.821415000000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42be,Kara,Doufelgou,Doufelgou 2,Défalé,N/a,MEC-D de defale,Micro-Finance,En activité,True,DOUFELGOU,DOUFELGOU 2,DOUFELGOU | DEFALE,1.0905210478622869,9.865460748016316
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42bd,Kara,Doufelgou,Doufelgou 1,Niamtougou,YARKATIOUTE,SUNU Bank Niamtougou,Banque,En activité,True,DOUFELGOU,DOUFELGOU 1,DOUFELGOU | NIAMTOUGOU,1.1073076816539842,9.761561464617033
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42bc,Kara,Doufelgou,Doufelgou 3,Alloum,BROUKOU,Promofinance Broukou,Micro-Finance,En activité,True,DOUFELGOU,DOUFELGOU 3,DOUFELGOU | ALLOUM,0.9215777363608129,9.73983174900369
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42bb,Kara,Doufelgou,Doufelgou 3,Alloum,BROUKOU,COOPEC Niamtougou,Micro-Finance,En activité,True,DOUFELGOU,DOUFELGOU 3,DOUFELGOU | ALLOUM,0.9202392697524872,9.740067313310163
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42ba,Kara,Doufelgou,Doufelgou 1,Niamtougou,NIANTOUGOU,COOPEC Niantougou,Micro-Finance,En activité,True,DOUFELGOU,DOUFELGOU 1,DOUFELGOU | NIAMTOUGOU,1.1068379097221857,9.764061326431086
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b9,Kara,Doufelgou,Doufelgou 1,Niamtougou,KOKA YAKA,C.P.D.E.N.D.F,Micro-Finance,En activité,True,DOUFELGOU,DOUFELGOU 1,DOUFELGOU | NIAMTOUGOU,1.1127885069350079,9.773433803190711
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b8,Kara,Doufelgou,Doufelgou 1,Niamtougou,Total NIAMTOUGOU,Mec-d Niamtougou,Micro-Finance,En activité,True,DOUFELGOU,DOUFELGOU 1,DOUFELGOU | NIAMTOUGOU,1.1074411232945585,9.765029259233224
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b7,Kara,Kozah,Kozah 1,Commune De Kara,Ewao,Sanlam Kara,Assurance,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1969616674093926,9.545288813776803
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b6,Kara,Kozah,Kozah 1,Commune De Kara,Gbiyinboua,GTA Assurance Gbiyinboua,Assurance,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1891039895249098,9.550400130426782
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b5,Kara,Kozah,Kozah 1,Commune De Kara,Cofak,Fidelia Assurance Kara,Assurance,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1921138803668052,9.547881785245085
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b4,Kara,Kozah,Kozah 1,Commune De Kara,NSP,NSIA Assurance Kara,Assurance,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1878516666666663,9.551905000000003
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b3,Kara,Kozah,Kozah 1,Commune De Kara,Chaminade,Prudential Beneficial Assurance,Assurance,Non renseigné,False,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1917208238563899,9.55916039834308
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b2,Kara,Kozah,Kozah 1,Commune De Kara,N/a,SUNU Assurance Vie,Assurance,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1833899999999993,9.558608333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b1,Kara,Kozah,Kozah 1,Commune De Kara,CHAMINADE,SUNU Assurance Iard,Assurance,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.188863333333333,9.551063333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42b0,Kara,Bassar,Bassar 1,Bassar,BASSAR,Fidelia Assurance Bassar,Assurance,En activité,True,BASSAR,BASSAR 1,BASSAR | BASSAR,0.7856599999999997,9.264446666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42af,Kara,Bassar,Bassar 1,Bassar,BASSAR,Promo Finance Bassar,Micro-Finance,En activité,True,BASSAR,BASSAR 1,BASSAR | BASSAR,0.7741283333333334,9.262161666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42ae,Kara,Kozah,Kozah 1,Commune De Kara,Chaminade,SUNU Bank Chaminade,Banque,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.183396916780646,9.558597093564781
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42ad,Kara,Kozah,Kozah 1,Commune De Kara,COFAC,BSIC Kara,Banque,En activité,True,KOZAH,KOZAH 1,KOZAH | COMMUNE DE KARA,1.1922233333333339,9.548170000000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42ac,Maritime,Zio,Zio 1,Djagblé,DJAGBLE,COCEC Djagble,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | DJAGBLE,1.2827549999999999,6.254643333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42ab,Maritime,Zio,Zio 3,Gamé-Sèva,AVEDZE,Mutuelle Villageoise de developpement de Avedze,Micro-Finance,En activité,True,ZIO,ZIO 3,ZIO | GAME-SEVA,1.238830357308717,6.672092766562961
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42aa,Maritime,Yoto,Yoto 1,Tabligbo,TABLIGBO,SUNU Bank Tagbligbo,Banque,En activité,True,YOTO,YOTO 1,YOTO | TABLIGBO,1.5012799999999997,6.592006666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a9,Maritime,Yoto,Yoto 1,Tabligbo,TABLIGBO,COOPEC-AD Tagbligbo,Micro-Finance,En activité,True,YOTO,YOTO 1,YOTO | TABLIGBO,1.500261666666667,6.589533333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a8,Maritime,Yoto,Yoto 1,Tabligbo,TABLIGBO,Mutuelle Akwaba Tagbligbo,Micro-Finance,En activité,True,YOTO,YOTO 1,YOTO | TABLIGBO,1.4957404469606597,6.588998754943864
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a7,Maritime,Yoto,Yoto 1,Tabligbo,TABLIGBO,UTB Tagbligbo,Banque,En activité,True,YOTO,YOTO 1,YOTO | TABLIGBO,1.4940933333333333,6.588850000000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a6,Maritime,Yoto,Yoto 1,Tabligbo,TABLIGBO,Banque Atlantique Tagbligbo,Banque,En activité,True,YOTO,YOTO 1,YOTO | TABLIGBO,1.5106866666666663,6.58045
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a5,Maritime,Yoto,Yoto 1,Tabligbo,TABLIGBO,UMECTO Tagbligbo,Micro-Finance,En activité,True,YOTO,YOTO 1,YOTO | TABLIGBO,1.4988783333333335,6.589511666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a4,Maritime,Yoto,Yoto 2,Ahépé,AHEPE,UMECTO Ahepe,Micro-Finance,En activité,True,YOTO,YOTO 2,YOTO | AHEPE,1.3961916666666665,6.6063616666666665
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a3,Maritime,Yoto,Yoto 2,Ahépé,AHEPE,Mutuelle Akwaba Agence Annexe,Micro-Finance,En activité,True,YOTO,YOTO 2,YOTO | AHEPE,1.3941233333333327,6.604326666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a2,Maritime,Yoto,Yoto 2,Tchékpo,TCHEKPO,FUCEC Togo -Togo (guichet de Tchekpo ),Micro-Finance,En activité,True,YOTO,YOTO 2,YOTO | TCHEKPO,1.3589116666666667,6.533866666666665
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a1,Maritime,Yoto,Yoto 2,Tchékpo,TCHEKPO,Mutuelle Akwaba Guichet de Tchekpo,Micro-Finance,En activité,True,YOTO,YOTO 2,YOTO | TCHEKPO,1.3603983333333334,6.536853333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-42a0,Maritime,Yoto,Yoto 2,Ahépé,AHEPE,FUCEC Togo Ahépé,Micro-Finance,En activité,True,YOTO,YOTO 2,YOTO | AHEPE,1.3975900000000003,6.605745000000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-429f,Maritime,Yoto,Yoto 1,Tabligbo,TABLIGBO,SPT Tagbligbo,Banque,En activité,True,YOTO,YOTO 1,YOTO | TABLIGBO,1.5004100000000002,6.588474999999998
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-429e,Maritime,Yoto,Yoto 2,Ahépé,AHEPE,SPT Ahepe,Banque,En activité,True,YOTO,YOTO 2,YOTO | AHEPE,1.3964700000000003,6.607158333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-429d,Maritime,Yoto,Yoto 1,Kouvé,KOUVE,COOPEC Kouve,Micro-Finance,En activité,True,YOTO,YOTO 1,YOTO | KOUVE,1.413443333333334,6.662139999999999
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-429c,Maritime,Yoto,Yoto 1,Kouvé,KOUVE ATSAPE,Mutuelle Akwaba Kouvé Atsapé,Micro-Finance,En activité,True,YOTO,YOTO 1,YOTO | KOUVE,1.412469999999999,6.663051666666666
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-429b,Maritime,Yoto,Yoto 1,Tabligbo,TABLIGBO,FUCEC Togo Tabligbo,Micro-Finance,En activité,True,YOTO,YOTO 1,YOTO | TABLIGBO,1.5007683333333335,6.587079999999999
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-429a,Maritime,Zio,Zio 1,Tsévié,TSEVIE,FUCEC Togo COOPEC Tsevie,Micro-Finance,Non renseigné,False,ZIO,ZIO 1,ZIO | TSEVIE,1.2160345099598362,6.424629719549638
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4299,Maritime,Zio,Zio 2,Mission-Tové,Kpeme,Cooperative Solidarite Agricole Centre la Pauvreté,Micro-Finance,En activité,True,ZIO,ZIO 2,ZIO | MISSION-TOVE,1.1248683611403556,6.321683745336598
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4298,Maritime,Zio,Zio 1,Tsévié,TSEVIE,UTB Tsevie,Banque,En activité,True,ZIO,ZIO 1,ZIO | TSEVIE,1.2128466666666666,6.423501666666669
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4297,Maritime,Yoto,Yoto 3,Gboto,GBOTO  ZEVE,Tsonakle,Micro-Finance,En activité,True,YOTO,YOTO 3,YOTO | GBOTO,1.4765249942202656,6.7053718995275595
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4296,Maritime,Yoto,Yoto 3,Gboto,GBOTO VODOUPE,ADCB-CREC,Micro-Finance,En activité,True,YOTO,YOTO 3,YOTO | GBOTO,1.529971666666667,6.675221666666665
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4295,Maritime,Zio,Zio 1,Tsévié,TSEVIE,WAGES Tsévié,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | TSEVIE,1.2112870881548377,6.43694116781951
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4294,Maritime,Zio,Zio 1,Tsévié,TSEVIE,UMECTO Tsévié,Micro-Finance,Non renseigné,False,ZIO,ZIO 1,ZIO | TSEVIE,1.2107380941624881,6.437543162266772
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4293,Maritime,Zio,Zio 1,Djagblé,DJAGBLE,COOPEC la Fructueuse,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | DJAGBLE,1.2777675648911706,6.248924096380966
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4292,Maritime,Zio,Zio 1,Dalavé,ADANGBE,Mutuelle Akwaba Adangbe,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | DALAVE,1.271555033349037,6.402118341535273
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4291,Maritime,Zio,Zio 1,Tsévié,TSEVIE,Mutuelle Akwaba Tsévié,Micro-Finance,Non renseigné,False,ZIO,ZIO 1,ZIO | TSEVIE,1.2089566666666665,6.408478333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4290,Maritime,Zio,Zio 1,Tsévié,N'dayi,FECECAV la Grâce,Micro-Finance,Non renseigné,False,ZIO,ZIO 1,ZIO | TSEVIE,1.2096783333333332,6.424116666666666
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-428f,Maritime,Vo,Vo 4,Akoumapé,AKOUMAPE,Coopérative des Femmes Pour L'epargne et de Crédit,Micro-Finance,En activité,True,VO,VO 4,VO | AKOUMAPE,1.4332699999999996,6.383346666666666
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-428e,Maritime,Avé,Avé 1,Kévé,LATIN,SPT Keve,Banque,En activité,True,AVE,AVE 1,AVE | KEVE,0.9242519550209953,6.435462033465573
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-428d,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,N/a,COOPEC Afagnan,Micro-Finance,En activité,True,BAS-MONO,BAS-MONO 1,BAS-MONO | AFAGNANGAN,1.6270983717941225,6.4958124421382895
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-428c,Maritime,Avé,Avé 1,Kévé,TOPEME,FUCEC Togo Topeme,Micro-Finance,En activité,True,AVE,AVE 1,AVE | KEVE,0.9307392946149826,6.4308190065469475
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-428b,Maritime,Avé,Avé 1,Kévé,KEVE,COOPEC AD Kévé,Micro-Finance,En activité,True,AVE,AVE 1,AVE | KEVE,0.9252549999999997,6.434536666666666
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-428a,Maritime,Avé,Avé 2,Aképé,ASSIAMA,FECECAV D Assiame,Micro-Finance,En activité,True,AVE,AVE 2,AVE | AKEPE,1.0578266666666665,6.2421733333333345
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4289,Maritime,Avé,Avé 1,Tovégan,TOVEGAN,FECECAV Solidarite,Micro-Finance,En activité,True,AVE,AVE 1,AVE | TOVEGAN,0.8942383333333328,6.566518333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4288,Maritime,Avé,Avé 2,Aképé,AKEPE,FUCEC Togo Akepe,Micro-Finance,En activité,True,AVE,AVE 2,AVE | AKEPE,1.0574369358405815,6.241332053458358
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4287,Maritime,Avé,Avé 2,Badja,BADJA,COOPAD Transformation,Micro-Finance,En activité,True,AVE,AVE 2,AVE | BADJA,0.9851716666666669,6.375300000000003
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4286,Maritime,Zio,Zio 1,Gbatopé,GBATOPE,Mutuelle Akwaba Gbatope,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | GBATOPE,1.2590233333333332,6.4444099999999995
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4285,Maritime,Vo,Vo 3,Dzrékpo,AMEGNRAN,Microfinance Tso Nakle,Micro-Finance,En activité,True,VO,VO 3,VO | DZREKPO,1.5688957745842684,6.473318684360648
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4284,Maritime,Zio,Zio 1,Tsévié,TSEVIE,SUNU Bank Tsevie,Banque,En activité,True,ZIO,ZIO 1,ZIO | TSEVIE,1.2116950000000004,6.417165
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4283,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Cinkanssé,2A.D.A.D,Micro-Finance,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0242955900000002,11.099877119999999
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4282,Maritime,Avé,Avé 1,Assahoun,AMEGNIDO KONDJI,COECEPT Assahoun,Micro-Finance,En activité,True,AVE,AVE 1,AVE | ASSAHOUN,0.9087680273957975,6.459856089517012
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4281,Maritime,Avé,Avé 1,Zolo,DZOLO,FUCEC Togo Dzolo,Micro-Finance,En activité,True,AVE,AVE 1,AVE | ZOLO,0.8913618068184748,6.3756716323258225
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4280,Maritime,Avé,Avé 1,Assahoun,ASSAHOUN,CECAV la Grace,Micro-Finance,En activité,True,AVE,AVE 1,AVE | ASSAHOUN,0.9090066666666662,6.459115000000002
