FID,region,prefecture,commune,canton,localite,nom,categorie,statut,actif,prefecture_key,commune_key,canton_key,lon,lat
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-427f,Maritime,Avé,Avé 2,Noépé,NOEPE,COOPEC la Lumière,Micro-Finance,Non renseigné,False,AVE,AVE 2,AVE | NOEPE,1.0430936701408355,6.256828672534578
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-427e,Maritime,Avé,Avé 1,Assahoun,ASSAHOUN,ORABANK Assahoun,Banque,En activité,True,AVE,AVE 1,AVE | ASSAHOUN,0.9101882221452332,6.454893167303371
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-427d,Maritime,Avé,Avé 1,Assahoun,ASSAHOUN,FUCEC Togo Assahoun,Micro-Finance,En activité,True,AVE,AVE 1,AVE | ASSAHOUN,0.9145275580204043,6.450344918328133
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-427c,Maritime,Zio,Zio 2,Mission-Tové,APESSITO,Mutuelle Benit,Micro-Finance,En activité,True,ZIO,ZIO 2,ZIO | MISSION-TOVE,1.135565,6.296796666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-427b,Maritime,Zio,Zio 1,Tsévié,TSEVIE,SPT Tsevie,Banque,En activité,True,ZIO,ZIO 1,ZIO | TSEVIE,1.209923301397525,6.4240801143212565
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-427a,Maritime,Zio,Zio 1,Tsévié,Adjako,COOPEC Fidélité,Micro-Finance,Non renseigné,False,ZIO,ZIO 1,ZIO | TSEVIE,1.2067135976796382,6.433648159921646
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4279,Maritime,Zio,Zio 2,Kovié,KOVIE,Mutuelle Dignité Humaine,Micro-Finance,Non renseigné,False,ZIO,ZIO 2,ZIO | KOVIE,1.1128200000000006,6.342693333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4278,Maritime,Zio,Zio 4,Gapé-Centre,AVERETOE,Mutuelle Akwaba Avérétoe,Micro-Finance,En activité,True,ZIO,ZIO 4,ZIO | GAPE-CENTRE,1.1032795873266528,6.602804686949104
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4277,Maritime,Zio,Zio 4,Gapé-Centre,N/a,FUSECAB,Micro-Finance,En activité,True,ZIO,ZIO 4,ZIO | GAPE-CENTRE,1.1014363586413467,6.603393715797492
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4276,Maritime,Zio,Zio 4,Gapé-Centre,Nyfare,COOPEC Gape Centre,Micro-Finance,En activité,True,ZIO,ZIO 4,ZIO | GAPE-CENTRE,1.1037347742488521,6.601971608906869
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4275,Maritime,Zio,Zio 2,Mission-Tové,Avenyke,Centre d'assistance Juridique et Economique Aux Femmes,Micro-Finance,Non renseigné,False,ZIO,ZIO 2,ZIO | MISSION-TOVE,1.1252866666666663,6.289135000000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4274,Maritime,Zio,Zio 3,Agbélouvé,AGBELOUVE,CECAv Prosperite,Micro-Finance,En activité,True,ZIO,ZIO 3,ZIO | AGBELOUVE,1.168202004415628,6.671258740998086
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4273,Maritime,Zio,Zio 3,Agbélouvé,ZONGO,FUCEC Togo Agbelouvé,Micro-Finance,En activité,True,ZIO,ZIO 3,ZIO | AGBELOUVE,1.167646666666666,6.672010000000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4272,Maritime,Zio,Zio 3,Agbélouvé,AGBELOUVE,SPEC OIC Togo Agbelouvé,Micro-Finance,En construction / inachevé,False,ZIO,ZIO 3,ZIO | AGBELOUVE,1.1686609035257691,6.668793483594661
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4271,Maritime,Zio,Zio 1,Djagblé,DJAGBLE DEVE,COOPEC Tsevie Guichet Djagblé,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | DJAGBLE,1.2840838371050298,6.254856509431228
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4270,Maritime,Zio,Zio 3,Agbélouvé,KPEVEGO,Caisse Communautaire,Micro-Finance,Non renseigné,False,ZIO,ZIO 3,ZIO | AGBELOUVE,1.1862136373808159,6.620074109015926
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-426f,Maritime,Yoto,Yoto 3,Tokpli,ASSOU KONDJI,ECOBANK Assou kondji,Banque,En activité,True,YOTO,YOTO 3,YOTO | TOKPLI,1.567317586737663,6.625783318018493
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-426e,Maritime,Vo,Vo 2,Togoville,BADOUGBE,Mutuelle ASJD Bdougbé,Micro-Finance,En activité,True,VO,VO 2,VO | TOGOVILLE,1.5133058272413333,6.237518185838413
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-426d,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Ketope,FUCEC Togo AttiTogon,Micro-Finance,En activité,True,BAS-MONO,BAS-MONO 2,BAS-MONO | ATTITOGON,1.6631175459013166,6.41677940264338
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-426c,Maritime,Vo,Vo 1,Vogan,Novissikome,COOPEC-AD Novissikome,Micro-Finance,En activité,True,VO,VO 1,VO | VOGAN,1.5238499999999997,6.3407766666666685
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-426b,Maritime,Vo,Vo 1,Vogan,Novissikome,ORABANK Novissikomé,Banque,En activité,True,VO,VO 1,VO | VOGAN,1.5266850000000007,6.337270000000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-426a,Maritime,Vo,Vo 1,Vogan,Commandant condji,SPT Commandant condji,Banque,En activité,True,VO,VO 1,VO | VOGAN,1.5295100000000006,6.335061666666666
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4269,Maritime,Vo,Vo 1,Vogan,Novossikome,COOPEC CECEAO,Micro-Finance,En activité,True,VO,VO 1,VO | VOGAN,1.524266666666666,6.339256666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4268,Maritime,Vo,Vo 3,Dzrékpo,AMEGNRAN,FESEC-Togo,Micro-Finance,En activité,True,VO,VO 3,VO | DZREKPO,1.5687463779901694,6.474165324792857
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4267,Maritime,Lacs,Lacs 2,Aklakou,AKLAKOU LYCEE,SPT Aklakou,Banque,En activité,True,LACS,LACS 2,LACS | AKLAKOU,1.7097733333333331,6.335185
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4266,Maritime,Vo,Vo 1,Vogan,Commandant kondji,Mutuelle Kekeli,Micro-Finance,En activité,True,VO,VO 1,VO | VOGAN,1.5299449999999997,6.333538333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4265,Maritime,Vo,Vo 1,Vogan,Novissikome,SUNU Bank Vogan,Banque,En activité,True,VO,VO 1,VO | VOGAN,1.5290350000000001,6.335515
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4264,Savanes,Cinkassé,Cinkassé 1,Cinkassé,N/a,COOPEC AD Boadé,Micro-Finance,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0177411999999997,11.099775399999999
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4263,Maritime,Vo,Vo 1,Vogan,Novissikome,UTB Novissikomé,Banque,En activité,True,VO,VO 1,VO | VOGAN,1.5235249999999998,6.340533333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4262,Maritime,Vo,Vo 1,Vogan,Novissikome,FECECAV-MECA,Micro-Finance,En activité,True,VO,VO 1,VO | VOGAN,1.5239383333333332,6.340490000000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4261,Maritime,Vo,Vo 4,Hahotoé,HAHOTOE,Coopérative d'épargne et de Credit du Personnel de la SNPT,Micro-Finance,En activité,True,VO,VO 4,VO | HAHOTOE,1.4093801384877906,6.367006402264263
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4260,Maritime,Vo,Vo 4,Hahotoé,HAHOTOE,FUCEC Togo - COOPEC CECEAO,Micro-Finance,En activité,True,VO,VO 4,VO | HAHOTOE,1.4145866666666667,6.363103333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-425f,Maritime,Vo,Vo 4,Hahotoé,HAHOTOE,UMECTO Kekeli,Micro-Finance,En activité,True,VO,VO 4,VO | HAHOTOE,1.4164533333333336,6.365516666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-425e,Maritime,Lacs,Lacs 2,Aklakou,AKLAKOU LYCEE,Mutuelle Kekeli,Micro-Finance,En activité,True,LACS,LACS 2,LACS | AKLAKOU,1.7083999999999997,6.3337650000000005
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-425d,Maritime,Lacs,Lacs 4,Anfoin,ANFOIN CENTRE,MECA Anfoin,Micro-Finance,En activité,True,LACS,LACS 4,LACS | ANFOIN,1.6067983333333336,6.328863333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-425c,Maritime,Lacs,Lacs 4,Anfoin,ANFOIN POSTE,SPT Anfoin,Banque,En activité,True,LACS,LACS 4,LACS | ANFOIN,1.6068806200000003,6.3287033500000005
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-425b,Maritime,Lacs,Lacs 4,Anfoin,ANFOIN CENTRE,COOPEC-nyameneko,Micro-Finance,En activité,True,LACS,LACS 4,LACS | ANFOIN,1.6075739,6.330149250000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-425a,Maritime,Lacs,Lacs 1,Canton D’Aneho,Aného centre,FUCEC Togo Aného,Micro-Finance,En activité,True,LACS,LACS 1,LACS | CANTON DANEHO,1.6104011999999996,6.23774328
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4259,Maritime,Lacs,Lacs 1,Aného,ANEHOGAN AGBODJI,SPT Aneho,Banque,En activité,True,LACS,LACS 1,LACS | ANEHO,1.5973883333333334,6.228128333333332
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4258,Maritime,Lacs,Lacs 3,Gbodjomé,DAGUE,COCPAV Dague,Micro-Finance,En activité,True,LACS,LACS 3,LACS | GBODJOME,1.4056099999999994,6.200319999999999
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4257,Maritime,Lacs,Lacs 3,Gbodjomé,AFIDENYIGBAN,COOPEC Kekeli,Micro-Finance,En activité,True,LACS,LACS 3,LACS | GBODJOME,1.3925383333333334,6.183366666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4256,Maritime,Lacs,Lacs 3,Gbodjomé,AGBAVI,COOPEC Nyameneko /fusec,Micro-Finance,En activité,True,LACS,LACS 3,LACS | GBODJOME,1.3968250000000002,6.1922349999999975
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4255,Maritime,Lacs,Lacs 1,Canton D’Aneho,N/a,UTB Aneho,Banque,Non renseigné,False,LACS,LACS 1,LACS | CANTON DANEHO,1.6032254,6.232721700000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4254,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,N/a,OIC Kpékplémé,Banque,Non renseigné,False,MOYEN-MONO,MOYEN-MONO 2,MOYEN-MONO | KPEKPLEME,1.6257073199292362,7.331785471833214
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4253,Maritime,Lacs,Lacs 3,Agbodrafo,AGBODRAFO,WAGES Agbodrafo,Micro-Finance,En activité,True,LACS,LACS 3,LACS | AGBODRAFO,1.4816766666666665,6.209718333333332
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4252,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,BOMBOUAKA,COOPEC Nataan de Bombouaka,Micro-Finance,Non renseigné,False,TANDJOARE,TANDJOARE 1,TANDJOARE | BOMBOUAKA,0.2087583333333333,10.694073333333337
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4251,Maritime,Lacs,Lacs 3,Agbodrafo,KPEME,FUCEC Togo Kpémé,Micro-Finance,En activité,True,LACS,LACS 3,LACS | AGBODRAFO,1.5045950000000003,6.213899999999999
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4250,Maritime,Lacs,Lacs 3,Agbodrafo,AGBODRAFO,SPT Agbodrafo,Banque,Non renseigné,False,LACS,LACS 3,LACS | AGBODRAFO,1.4778316666666669,6.207895000000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-424f,Maritime,Lacs,Lacs 1,Canton D’Aneho,Amadote,MECA Amadoté,Micro-Finance,En activité,True,LACS,LACS 1,LACS | CANTON DANEHO,1.6145029999999998,6.238581700000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-424e,Plateaux,Ogou,Ogou 1,Djama,AGBONOU,COOPEC AD Agbonou,Micro-Finance,En activité,True,OGOU,OGOU 1,OGOU | DJAMA,1.1511452577382335,7.51371383601868
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-424d,Maritime,Lacs,Lacs 1,Canton D’Aneho,Carrefour du 13 janvier,ECOBANK Carrefour,Banque,En activité,True,LACS,LACS 1,LACS | CANTON DANEHO,1.6122614500000003,6.23636382
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-424c,Maritime,Lacs,Lacs 1,Canton D’Aneho,Gériko,SUNU Bank Gériko,Banque,En activité,True,LACS,LACS 1,LACS | CANTON DANEHO,1.6161891199999998,6.238434350000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-424b,Maritime,Lacs,Lacs 1,Canton D’Aneho,Gériko,ORABANK Gériko,Banque,En activité,True,LACS,LACS 1,LACS | CANTON DANEHO,1.6234909400000002,6.2401496000000005
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-424a,Maritime,Lacs,Lacs 1,Canton D’Aneho,Gériko,BTCI Gériko,Banque,En activité,True,LACS,LACS 1,LACS | CANTON DANEHO,1.62364358,6.240375340000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4249,Maritime,Lacs,Lacs 1,Canton D’Aneho,Le sang kondji,WAGES le Sang kongni,Micro-Finance,En activité,True,LACS,LACS 1,LACS | CANTON DANEHO,1.62037899,6.23947996
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4248,Maritime,Lacs,Lacs 1,Canton D’Aneho,Geriko,NSIA Assurance banque Aneho,Banque,Non renseigné,False,LACS,LACS 1,LACS | CANTON DANEHO,1.6214912799999994,6.239946480000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4247,Maritime,Zio,Zio 1,Tsévié,BEGBE,ORABANK Tsevie,Banque,En activité,True,ZIO,ZIO 1,ZIO | TSEVIE,1.2119657313386423,6.434019472703054
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4246,Maritime,Zio,Zio 3,Agbélouvé,Agbélouvé,SPT Agbélouvé,Banque,En activité,True,ZIO,ZIO 3,ZIO | AGBELOUVE,1.1678437843952096,6.671749272143332
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4245,Maritime,Zio,Zio 1,Tsévié,TSEVIE,Division des Operations Douanieres de la Region Maritime,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | TSEVIE,1.2162122592083409,6.432164956325957
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4244,Plateaux,Amou,Amou 3,Témédja,TEMEDJA,COMEC Temedja,Micro-Finance,En activité,True,AMOU,AMOU 3,AMOU | TEMEDJA,1.0589466666666665,7.518834999999998
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4243,Plateaux,Ogou,Ogou 1,Gnagna,N/a,BOA Gnagna,Banque,En activité,True,OGOU,OGOU 1,OGOU | GNAGNA,1.1412266666666666,7.519048333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4242,Plateaux,Ogou,Ogou 1,Djama,Kpotame,Microfinance Millenium Kpotame,Micro-Finance,En activité,True,OGOU,OGOU 1,OGOU | DJAMA,1.1528839027965647,7.5091423077618575
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4241,Plateaux,Ogou,Ogou 1,Djama,AGBONOU,CECAV Agbonou,Micro-Finance,En activité,True,OGOU,OGOU 1,OGOU | DJAMA,1.1502349999999997,7.51646
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4240,Plateaux,Ogou,Ogou 2,Akparé,AKPARE,COOPEC Ilema de Akpare,Micro-Finance,En construction / inachevé,False,OGOU,OGOU 2,OGOU | AKPARE,1.3146666666666662,7.474770000000003
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-423f,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,NYAMASSILA,COOPEC Nyamassila,Micro-Finance,En activité,True,EST-MONO,EST-MONO 3,EST-MONO | NYAMASSILA,1.1919649999999995,7.987585000000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-423e,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,ELAVAGNON,COOPEC Elavagnon,Micro-Finance,En activité,True,EST-MONO,EST-MONO 1,EST-MONO | ELAVAGNON,1.284715578012051,7.955827731916766
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-423d,Plateaux,Wawa,Wawa 1,Badou,BADOU,COOPEC-AD Badou,Micro-Finance,En activité,True,WAWA,WAWA 1,WAWA | BADOU,0.60879681011179,7.585430614652392
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-423c,Plateaux,Wawa,Wawa 1,Badou,ZONGO,MGPCC dekawowo,Micro-Finance,En activité,True,WAWA,WAWA 1,WAWA | BADOU,0.6095963454536255,7.592735147178389
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-423b,Plateaux,Wawa,Wawa 1,Badou,IKPABE,FUCEC Togo  COOPEC Novissi,Micro-Finance,En activité,True,WAWA,WAWA 1,WAWA | BADOU,0.6127683333333331,7.58479
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-423a,Plateaux,Wawa,Wawa 1,Badou,BADOU VILLE,ORABANK Badou,Banque,En activité,True,WAWA,WAWA 1,WAWA | BADOU,0.6065152459901539,7.584979121428079
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4239,Plateaux,Est-Mono,Est-Mono 2,Morétan,MORETAN,COOPEC Katchere,Micro-Finance,En activité,True,EST-MONO,EST-MONO 2,EST-MONO | MORETAN,1.3504790894493797,8.10741032426643
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4238,Plateaux,Ogou,Ogou 2,Datcha,ABIA AKOKO,Assciation Oressan,Micro-Finance,En activité,True,OGOU,OGOU 2,OGOU | DATCHA,1.1600283333333326,7.4326083333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4237,Savanes,Cinkassé,Cinkassé 1,Cinkassé,N/a,BSIC Cinkanssé,Banque,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0138517300000002,11.107137359999998
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4236,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,TADO-CENTRE,FUCEC Togo Tado,Micro-Finance,En activité,True,MOYEN-MONO,MOYEN-MONO 1,MOYEN-MONO | TADO,1.591692099308749,7.1460170359089155
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4235,Plateaux,Ogou,Ogou 4,Ountivou,CARREFOUR ATCHANKOE,SPEC OIC Togo Atchankoe,Micro-Finance,En activité,True,OGOU,OGOU 4,OGOU | OUNTIVOU,1.4855015903412987,7.431298049728864
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4234,Plateaux,Ogou,Ogou 4,Ountivou,QUARTIER CARREFOUR ATCHANKOE,Association Villageoise pour l'Epargne et le Credit,Micro-Finance,En activité,True,OGOU,OGOU 4,OGOU | OUNTIVOU,1.48510329751457,7.430692121366527
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4233,Plateaux,Ogou,Ogou 3,Gléi,AKPAKA,SPEC OIC-Togo Akpaka,Micro-Finance,En activité,True,OGOU,OGOU 3,OGOU | GLEI,1.1636866666666668,7.314553333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4232,Plateaux,Haho,Haho 1,Atchavé,KPELE,FECECAV Kpele,Micro-Finance,En activité,True,HAHO,HAHO 1,HAHO | ATCHAVE,1.184121666666667,6.857761666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4231,Plateaux,Ogou,Ogou 3,Gléi,KPOTA,COOPEC Ilema de Kpota,Micro-Finance,En activité,True,OGOU,OGOU 3,OGOU | GLEI,1.1665883333333338,7.318416666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4230,Plateaux,Ogou,Ogou 3,Gléi,Affaire  sociale,COOPEC Novissi de l'Affaire sociale,Micro-Finance,En activité,True,OGOU,OGOU 3,OGOU | GLEI,1.1651629249555326,7.315628428476689
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-422f,Plateaux,Danyi,Danyi 1,Danyi-Atigba,APEYEME,FECECAV Danyi Microfinance,Micro-Finance,En activité,True,DANYI,DANYI 1,DANYI | DANYI-ATIGBA,0.6930825535488041,7.202054418560122
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-422e,Plateaux,Danyi,Danyi 1,Danyi-Atigba,APEYEME,FUCEC Togo Apéyémé,Micro-Finance,En activité,True,DANYI,DANYI 1,DANYI | DANYI-ATIGBA,0.6910599999999993,7.198371666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-422d,Savanes,Cinkassé,Cinkassé 1,Cinkassé,N/a,UTB Boadé,Banque,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0160195099999995,11.102661830000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-422c,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,KPOYIZOUHOE,SPEC OIC Togo Kpohizouhoe,Micro-Finance,En activité,True,MOYEN-MONO,MOYEN-MONO 1,MOYEN-MONO | TOHOUN,1.6151360922523716,7.023818098839283
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-422b,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,MEGNONTCHIHOE,COOPEC ADMEGNONTCHIHOE,Micro-Finance,En activité,True,MOYEN-MONO,MOYEN-MONO 2,MOYEN-MONO | KPEKPLEME,1.6276766666666662,7.325931666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-422a,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,AHOEGBAME,FUCEC Togo Kpékplémé,Micro-Finance,En activité,True,MOYEN-MONO,MOYEN-MONO 2,MOYEN-MONO | KPEKPLEME,1.6239544159835997,7.328479642242918
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4229,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Vers la frontière,SPT Boadé,Banque,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.01244535,11.110863139999998
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4228,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,TADO ADJATCHE,SPEC OIC Togo Tado,Micro-Finance,En activité,True,MOYEN-MONO,MOYEN-MONO 1,MOYEN-MONO | TADO,1.5930266666666668,7.143353333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4227,Plateaux,Agou,Agou 1,Agou-Tavié,AGOU-GARE,FUCEC Togo  COOPEC CFAE,Micro-Finance,En activité,True,AGOU,AGOU 1,AGOU | AGOU-TAVIE,0.7153516666666666,6.851056666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4226,Plateaux,Agou,Agou 1,Agou-Tavié,AGOU  GARE,CECAV Espoir,Micro-Finance,En activité,True,AGOU,AGOU 1,AGOU | AGOU-TAVIE,0.7185433333333333,6.847573333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4225,Plateaux,Agou,Agou 1,Agou-Tavié,AGOU-GARE,SPT Agou-gare,Banque,En activité,True,AGOU,AGOU 1,AGOU | AGOU-TAVIE,0.7163833333333331,6.844028333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4224,Plateaux,Akébou,Akébou 1,Kougnohou,KOUGNOHOU,FECECAV Kougnohou,Micro-Finance,Non renseigné,False,AKEBOU,AKEBOU 1,AKEBOU | KOUGNOHOU,0.7891916666666668,7.652154999999998
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4223,Plateaux,Akébou,Akébou 1,Kougnohou,KOUGNOHOU,FUCEC Togo Kougnohou,Micro-Finance,En activité,True,AKEBOU,AKEBOU 1,AKEBOU | KOUGNOHOU,0.7912245636067079,7.654740048975441
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4222,Plateaux,Ogou,Ogou 2,Akparé,ESIKOME,SPEC OIC Akpare,Micro-Finance,En activité,True,OGOU,OGOU 2,OGOU | AKPARE,1.3224900000000004,7.47279
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4221,Plateaux,Kloto,Kloto 3,Kouma,Kouma Adame,CECAV Avenir de Kouma-adame,Micro-Finance,En activité,True,KLOTO,KLOTO 3,KLOTO | KOUMA,0.5963683333333334,6.975693333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4220,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,Lavié,CECAV Lavie,Micro-Finance,En activité,True,KLOTO,KLOTO 2,KLOTO | LAVIE-APEDOME,0.6764433333333328,7.010566666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-421f,Plateaux,Haho,Haho 4,Wahala,Lomnava,Mutuelle Rhema,Micro-Finance,En activité,True,HAHO,HAHO 4,HAHO | WAHALA,1.1610716666666672,7.175158333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-421e,Plateaux,Kloto,Kloto 3,Agomé-Tomégbé,Tomegbe,CECAV Avenir Tomégbé,Micro-Finance,En activité,True,KLOTO,KLOTO 3,KLOTO | AGOME-TOMEGBE,0.558978333333333,6.954286666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-421d,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Lom nava,IB Bank Togo,Banque,En activité,True,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.6344800000000004,6.921373333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-421c,Plateaux,Kloto,Kloto 1,Agome-Kpalime,KPEGOLONOU,Sebaders Kpalime,Micro-Finance,Fermé / abandonné,False,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.6208533333333339,6.92102
